ID,duration_sec,distance_m
0xa02f,1087.7,12232.7
0x8c66,734.4,9359.2
0x1811,641.7,7490.6
0xa813,345.1,4601
0x7374,1084.4,10604.7
0xb207,1353.3,22452.8
0x2f08,1557.6,25924
0xc852,687,7670.9
0x19c7,768.7,13470.7
0x4dce,195.6,2958.6
0xca34,375.9,4525.4
0xd047,2119.8,27764.5
0xb79e,1474.4,22212.4
0x69b5,1420,27138.8
0x1057,269.9,2516.1
0xc695,1450.7,22464.6
0x5dab,1869.8,33166.2
0x16dc,272.7,3372.1
0xdc78,1216.3,12023.6
0x667d,376.3,4158.6
0x347e,2284.2,31457.7
0x142c,854.1,8594.7
0x7615,665.6,8834.7
0xb707,1506.2,16464.6
0x4a00,2304.1,29265.3
0x2d0f,303.9,4507.1
0x730a,1204.6,19244.5
0x7001,828.3,12657.4
0x7b8d,232.8,2692.8
0x3c83,1315.3,26817.3
0x7ed1,270.2,1844.7
0x1450,1590.8,20697.2
0xdc0d,1835.4,24852.8
0x2f24,583.7,11532.3
0x6735,1071,15677.6
0x240c,1206.6,17430.9
0x39cd,299.5,3844.7
0x6fad,967.8,18382.9
0x2c0a,1331.1,23668.5
0xabe7,775.8,12438.2
0xd3f8,1849.4,30249.8
0xaeac,1408.2,17970.7
0xbffb,308.6,3864.7
0x1295,1101.5,15042.5
0x2657,1079.6,18227.5
0xa9d1,678.7,7552.8
0x32e5,1312.6,23646.7
0x5855,794.8,10858.7
0xafeb,1202.6,20166.3
0x6b87,654.3,9745.5
0x581d,469.7,5559.2
0xd685,2021.5,31437.8
0x260e,331.1,5196.3
0x20e4,1411.8,26066
0xb07c,1471.1,19619.4
0x358e,814.5,13309.1
0x4a51,417.6,5372.7
0xe280,1654.5,32062.9
0x1a7d,347.5,3733.9
0x5704,275.4,2511.1
0xc40d,877,14223.6
0xc3d2,298,2691
0x1682,1559.3,26791.4
0x1662,344.5,2314.6
0xe283,529.4,7233.1
0xb2e1,815.6,10818.7
0x2443,874.8,9685.5
0x9921,1633.8,26299.9
0x7d2b,789.6,11068.3
0x4c73,214.3,1976.1
0x60a3,1260.3,22343.1
0x71e4,826.5,14798.5
0xbb78,1872.5,19619.8
0x6008,492.8,7582
0x24be,1598.8,28143.1
0xa9b6,471.5,6261.6
0xa8ae,1144.6,14781.5
0x8862,839.4,11389.1
0x980b,1464.7,19932.8
0x5132,849.9,19228.2
0x657a,733.7,8315.1
0x76df,741.6,10033
0x498c,1264.6,18041.4
0x3614,298,3884.8
0x91b0,1332.3,21740.2
0x9a56,366.9,4087.2
0xbfe,1700.4,25825.2
0xb6e1,425.4,6601.3
0x418f,644.1,8601.3
0x764e,1237.6,21184.8
0xd46e,3058.8,52689.2
0x3141,516.5,4497.2
0xa45f,588.7,8125.6
0xd907,1662.6,25164.5
0x3063,849.8,17143.2
0xc40f,1997.7,26988.4
0x4bf1,325.3,4066.6
0x2822,420.5,6318.9
0xa83,923.6,13296.2
0x2926,1228.6,18124.3
0x8a64,784,10713.3
0xa85,741.6,10033
0x64a1,305.3,2678.3
0x8469,1544.2,21578.1
0x7cb,2580.4,39296.9
0x3e28,359,3924.3
0x63e3,1316.9,22059
0xab3d,901.2,13329.9
0x883b,719.1,9205.1
0xd779,1361.5,15852.1
0x6939,782.9,11167.7
0xcfa2,908.8,12635.9
0x2eed,574.6,7890.2
0x610c,623.4,8991.5
0xd1c5,466.6,4785
0xdbb0,1248.5,16409.3
0x294d,180.2,2714.1
0x4c67,788,11647.8
0x8bee,457.1,7174.3
0x689a,631.2,9633.6
0x93d0,528.2,7600.4
0x11f2,1138.9,17889.4
0x717d,526.6,5990.7
0x841f,1238.1,19193.2
0xaae5,1125.4,16486.8
0x7fc6,1417,24410.6
0x4729,1443.5,28475.6
0x97af,2081.2,30984.5
0x57c1,1058,17411.3
0x7976,1013.7,17085
0x6dfc,1531.6,25851
0x19b8,1399.4,25757.7
0x6c86,248.7,2439.7
0x3958,554.8,8703.1
0x77a1,698.5,11251
0x1e97,596.7,6555.8
0x56dd,473.8,8374.3
0x53f6,502.1,6258.4
0x49cc,752.7,9673.4
0x2a40,1727.6,27938.4
0xd960,1065.5,15172.1
0x52c4,520.9,7710.6
0xcdeb,644.2,7805.5
0x79f7,409.5,2319.2
0x52ec,948.1,12288.9
0x85b1,724.9,10572.6
0xe20a,1776.3,24732.6
0xb010,275.4,2511.1
0x3e3a,1264.6,18041.4
0x112e,177.9,2213
0x9f9f,718.8,9038.8
0x5ef0,156.9,2048.7
0x9b49,1903.7,28185
0x88e4,1573.3,28407.2
0xac8,1589.7,22745.1
0x3694,1446.4,18841.5
0x13d8,1000.9,15786.5
0x5600,1356.6,19224.1
0x45c2,1335.6,16561.1
0x9990,1071.1,16233.7
0x1f47,1098.8,17981.7
0x3d68,489.7,6392.7
0x65d,1234,24149.6
0x8734,1142.2,17437
0x3bf0,313.5,2607.3
0xb742,544.9,6042.1
0xe285,1233.4,13169.8
0x7221,1106.1,14456.2
0x265f,1396.4,14554.7
0x145b,165,1869.8
0x5146,553.6,7044.4
0x46f1,1250.5,16503
0xd922,1998.6,32840.5
0x76d5,1359.7,26256
0xa474,1230.8,17785.2
0x937b,1436,22858.6
0xb9ae,1179.3,15959.3
0x6b9e,1249.5,17166.2
0x7d02,1155.7,13352.4
0xcc0e,369.3,4021.1
0xba44,963,16094
0x23e5,756.9,12880.3
0x1274,1006.7,11811.4
0x5657,459.3,7157.7
0x964b,1152,16193.7
0x31eb,927.5,11265
0xa71c,1325.1,20038.5
0x46c7,640.4,9078.5
0xd9f5,710.1,10576.5
0x7a14,1332.3,21740.2
0xdc63,1692.9,25861.6
0x62a2,511.5,7188.6
0x64e4,212.2,3211.9
0xa4df,1962.1,24882.5
0xab29,1557.6,25924
0xd535,897.3,17150.2
0xb16f,756.5,10060.1
0x1246,1046.1,16067.9
0x1321,853.3,9767.6
0x6a06,205.1,1834.9
0xa526,660.2,8078.7
0x8eb4,1010.6,11622.6
0x8f67,868.3,8924.6
0xb87a,295.5,2844.7
0x8214,1684.9,18265.4
0x6dc2,1260.1,17981.5
0x6ddb,178.1,2199.9
0x4557,328.3,4502.2
0x27ee,248.8,3992.1
0xf7c,182.3,2261
0x1544,1635.1,19756.4
0xac4e,440.7,6507.2
0xe0b7,974.4,12174.2
0xb459,213.8,2716.1
0x99cf,2074.7,34902
0x86a2,434,5423.5
0xb899,232.3,3148
0xb2b2,535.1,5961.6
0x1111,752.7,12454.9
0x7e8d,1231.3,20976.3
0x8949,255.5,2074.5
0x9be2,1728.5,27864.4
0x1692,640.4,9078.5
0x8321,1830,24563.2
0xd88c,1745.6,22253.8
0x28b7,1819.7,30244.6
0x2f8f,1222.7,12596
0x1837,204.4,2668.8
0x5be8,938.6,13785.8
0x8882,403.8,4150.2
0x7762,340.7,4833.3
0x9826,930.2,14090.3
0x8f8a,939.4,10046.3
0xd4d6,219.9,2450.5
0x58e1,440.7,6507.2
0xcd9e,2335.3,17911.5
0x72e6,1185.9,17622.5
0x8471,652.4,6604.9
0x97b5,1155.9,19136.5
0x33fc,1476.6,17552.5
0x1289,1312.6,23646.7
0x9f2f,1210.2,19146.6
0x9888,1109.6,14811
0xb9de,494.8,6771.1
0x4993,1142.2,17015.8
0x4c99,170.9,2586.5
0x83cc,1460,20826.9
0x9edd,1088.9,12045.6
0x71ed,741.6,10033
0x3b04,1793.2,22447.4
0x3b75,796.9,9218
0x2719,996.2,12235.7
0x240b,1164.8,16074.1
0xd65f,1614.5,17942.4
0x55af,839.4,11389.1
0x9e96,583.6,7715.5
0x85b3,1122.2,19696.3
0xb218,762.4,11022.5
0x9197,1098.8,17981.7
0x8beb,302.4,1977.3
0x8496,691.1,9020.8
0x1db6,683,8376.7
0x75d7,1204.4,21521.6
0x72b4,1259.8,21264.8
0x3ac0,980.3,13415.2
0x38ff,460.3,6162
0x7c5,3008.5,51965.5
0xb52a,583.2,9844
0x740f,775.4,12535.8
0xa433,924.2,12143
0xa36a,634.8,6161.8
0x677a,126.8,1785.5
0x3d12,1422,16587.7
0xd847,421.9,4805.3
0x8dfb,816.2,10293
0x6ce7,165,1869.8
0xb49f,656.5,11163.3
0x3f97,942.2,14296.1
0xa192,1173.2,21091.8
0x4669,530.4,7006.1
0xe22a,200.2,2110.6
0x17d5,1164.5,16112.7
0x1123,1286.2,17401.1
0x823e,1462.7,21662.8
0x23c5,1022.9,14743.5
0x1c63,816.2,10293
0x10f0,1478.3,17193.5
0xa7e5,1096.3,13090.2
0x5fe5,722.2,15607.2
0x984d,860.4,14002.2
0x8171,1620.4,23765.7
0xd2f7,2471.7,27694.6
0x6059,652.4,6604.9
0xad02,417.5,5999.6
0x75b1,319.4,4300.1
0x4d27,1095.1,17168.7
0xe1e0,296.2,3307
0x9013,915.8,8262.6
0x4189,253.7,3830.5
0xcbc2,989.1,13511.7
0x39c8,1126.6,16065.1
0x94d5,1347.5,22701.8
0xc5a2,693.6,7157
0xd831,575.1,7352.4
0x4c3b,874.2,12326.8
0xbe28,625.4,8914.1
0x8ec6,898.4,13076.5
0x3a74,492.1,7466.2
0x9a86,230.1,2965.1
0x74db,680.1,7737.2
0xb456,223.6,2361.9
0x261d,190.7,1871.4
0x3a30,2091.3,33856.5
0xe15,551.5,8963.4
0x3ddf,839.9,12099.1
0xb734,1329.3,26764
0x1773,1208.4,15417.8
0x9518,1456.5,21539.6
0x3b5d,1645.7,23269
0x1c37,517.4,4659.7
0x5957,652.9,13007.1
0xd476,596.3,7161.6
0x4635,1390.2,20696
0x3123,1238.6,14408.2
0x8b14,1785.9,26635.2
0x6e7a,1491.5,23498.7
0x6d57,234,1588
0xc2e4,603.3,8157.2
0x3b1d,400.7,5602.4
0xc359,1893.9,29480.4
0x85cc,645.2,9882.2
0xcb5d,242.8,2249.3
0x76cd,1084.4,10604.7
0xc59b,745.7,14102.3
0x3988,399.5,5651
0xa84e,1449.6,29614.3
0x9910,400.7,5602.4
0xcd19,868.7,6989.9
0x85bd,342.7,4357.1
0xbd69,1210.2,19146.6
0x7563,1615.3,23659.2
0xa1eb,609.9,10503.5
0xa89f,466,6923.6
0x3129,708.1,10329.9
0x5a0a,862.3,12972.4
0x18eb,1394.5,23432.2
0x57e5,678.7,8941.9
0x5f03,1357,26226.8
0xd79e,904.2,9390.4
0x287d,194.4,3096.3
0xbdb8,295.9,2544.7
0x550c,1106,21859.6
0x9d8a,548.5,6758.8
0x1d41,2043.1,30355.8
0xa4ed,713.4,12409.8
0x7798,859.6,12207.1
0x7b00,876.3,10966.2
0xb544,694.9,6495.9
0x5e2f,718.8,9038.8
0x9a7,452.4,8181.1
0x9301,511.9,6459.3
0xaee6,1624,19083.1
0x3edc,885,9201
0x1e23,1355.3,23933.1
0x520b,872.4,9659.6
0x6744,493.5,5443
0x1629,1238.6,14408.2
0x33e0,1180.4,13020.2
0x2257,871.7,16467.7
0xaba7,756.9,12880.3
0x35ac,1343.7,15121
0x549a,1682,18808.7
0x31c0,631.2,7472.8
0x4e59,681.7,9528.5
0x1b9c,871.2,10759.6
0x1371,1301.9,19197.4
0x54b0,311.4,4672.7
0x3769,788.4,12462.9
0x4fb6,209.4,2127.3
0xdb1f,1188.7,19174
0x3dab,1593.1,22962.3
0xc697,776,10490.7
0x1c49,1226.9,15601
0x43f8,1093.9,16024
0x60f7,575.4,6969.4
0x7d65,1054.3,7736.9
0x2d8b,1461.9,22093.5
0x1355,590.3,8186.5
0x557f,798.1,12318.1
0xb344,1200.6,22686.5
0x73ba,1281.1,17185.6
0x4b52,657.6,8685.2
0xcb22,712.7,13368.9
0x7456,2422,29287.7
0x572f,1879.7,28255.9
0x7be3,275,2533.2
0xabc3,1246.6,18263.4
0x6ed4,1745,25409.3
0x7a89,584.2,7653.9
0x949b,1322.6,23239.8
0x6d5a,788.2,12001.5
0xc43a,518.2,4496
0x4c94,1105.7,20535.9
0x8d3,258,3450.4
0xcfbd,1344.7,19346.6
0x5da7,546.3,6743.5
0x14e0,973,11113.7
0xacbe,320.9,4181.6
0x7a0a,1287.7,21334
0x8729,1897.9,30725.6
0x4daf,1091.3,16105.1
0x8a98,949.5,16241.5
0xaf4,535.3,9987
0xb1c,373.8,4458
0xdf37,746.2,9233.5
0x91a7,784,10713.3
0x4ff3,745.4,7371.6
0xcb3e,1697.6,25952.1
0x3ed4,248.8,3992.1
0xae40,630.5,6865.8
0x80d3,2121.8,38176.8
0xdd7c,416.3,5531
0x2af3,756.9,12880.3
0x22d1,719.1,8466.4
0x6f87,1460,20826.9
0x1ca4,1153.3,20481.1
0x3e39,423.3,5747.6
0x2575,390.6,3996.7
0xdcc2,413.6,3905.3
0x20dc,422.9,5569
0xbc41,930.4,9736.3
0x86ef,1129.9,23886.6
0xb45a,1264.5,17775.4
0xa476,1084.4,10604.7
0x1a0f,465.8,6213
0x7e3c,1122.6,16176.9
0xb5c2,211.6,2063.8
0x59ff,646.4,10186.3
0x13cd,846.3,13048
0x5a94,2045.2,30269.5
0x77a3,462.5,6897.3
0xb995,1260.3,22343.1
0x3283,1758.1,22841.6
0x5560,428.5,5938.2
0x71bd,711.1,12109.9
0x437e,1089.8,16820.5
0x55ea,760.1,14300.5
0x7eed,232.3,3148
0xc899,447,5638.6
0x843f,313,4040.1
0x4a89,812.3,13734.4
0x80f2,308.6,4274.3
0xa6d7,303.6,3744.8
0x9c1a,914.8,10637.4
0xd1fd,430.1,6001.9
0xb288,452.4,8181.1
0x893e,422.9,5569
0xb460,222.7,2515.3
0x36ec,1121.7,20967.6
0xcd7f,1347.2,9745.4
0x88a9,670.1,9763.4
0xc46c,1547.4,22145.4
0x192c,160.1,2000.1
0x7fa,1185,17723.4
0xc3ce,1024.5,12309.5
0xe10c,1346.1,15352.1
0x6427,762.8,11331.7
0x2787,1889.7,26272.6
0xd1d3,923.4,13424.9
0x1dc3,760.1,14300.5
0x8921,1066.7,15222.3
0xb0e6,845.9,13046
0xaf32,733.2,9929.7
0x3af5,428.5,7041
0x4f6f,1208.4,15417.8
0x4deb,2089.2,34925.5
0x3cfd,767.9,12316.7
0x7f29,2045.2,30269.5
0xc1b7,1869.9,16801.2
0x9a30,376.4,4254.9
0x87cc,210.2,2162.7
0x5cd2,1303.3,13289.6
0x2b58,396.2,5606.2
0x2e5b,1377.9,20616.6
0x5072,1872.2,17983.6
0x488e,1279.8,20241
0x7aca,1202.8,16359.9
0x5700,1104.4,19609.1
0xd982,519.2,9765.1
0x38d7,299.3,2736.2
0xbd38,1494.3,22520
0x5302,965.2,15465.3
0x7b2e,1033.6,19372.9
0x3457,938.6,13785.8
0xaa26,607.1,8436.4
0xc89,1061.8,14667.5
0x1046,1006.7,11811.4
0xc5da,1832.7,23770
0xdfcd,1144.6,16569.3
0xdddf,1639.2,21975
0x400b,868.6,9135.9
0x2d67,589.5,7981.8
0x307e,737.1,12360.6
0xd4bd,1747.8,30143.2
0x4547,1104.1,14268
0x3a7e,1783.3,23061.3
0x28f9,1365.6,17216.5
0x60a1,1650.5,29001.4
0xd56d,900.6,12122.4
0xb4f0,1251.8,16284
0xa9ad,970.9,16284.9
0x4a28,1588.6,27365.5
0xa4aa,325.2,3899.4
0x583c,665.7,10190.6
0xb4d5,708.7,11098.1
0xb10b,824.2,11175
0xd9cd,350.4,4502.4
0x70b5,207.8,2415.5
0x1e21,942.7,9615
0x5ece,1080,17615.9
0x3e12,879.8,11817.3
0xb024,524.9,4729.1
0x117b,1216.7,17770.8
0xa8ee,1221.3,18138.7
0x1c70,1514.6,15958.7
0x1b29,834.3,10709.1
0x6bcc,1531.6,25851
0x9b7e,1724,20373.7
0x6b0f,964.6,11874.3
0x1bbd,1216.9,16330.1
0x52ab,696,6947.9
0x3754,1096.3,13090.2
0xbe03,899.1,14113.7
0xcab5,494.6,6552.9
0x45cb,752.7,12454.9
0x4cd1,424.4,4585.5
0xc536,427.5,5040.6
0x1baf,211.5,2198.4
0x94a6,640.6,11746.8
0xc898,1698.2,20902.8
0x31f8,198.3,2112
0x6ced,2169.1,36930.2
0x8f16,363.7,4811.8
0x6827,541.4,6990
0xc52e,201,2115.8
0xddd7,461.4,5143.8
0x9232,1356,13426.3
0xa6fa,403.8,4150.2
0x7b01,918.5,11375.7
0x4faf,1064.8,13810.8
0x90fe,398.7,4390.2
0x5ef7,1582.5,27740.1
0xbaa3,272.7,3372.1
0x6250,211.3,2880.9
0x8892,1898.6,26989.1
0xb2e8,1104.1,14268
0x2b1f,668.5,9362.4
0x5805,792.6,11082.2
0xaad2,1612.1,23637
0xc6ff,984,9594.3
0xd5d6,643.5,6450.4
0x60a4,724.9,10572.6
0x58bc,1149.6,14566.6
0x5ae8,331.1,4758.5
0xdd25,1788.4,26714.3
0xae5f,1684,21983.3
0x1914,623.4,8991.5
0x5369,1028.1,17115.9
0xb0d,1164.8,14540.5
0x866f,2204.9,29587.2
0x2e7a,1355.3,23933.1
0xb57f,1324.1,18267.2
0x468c,2505.3,30315.7
0xdce0,1948.2,26047.1
0x6ed5,384,4164.5
0x12d5,275.4,2644
0x24f0,924.4,14477.1
0x5da8,573.7,9153.3
0x5962,522.4,7698.9
0x985d,967.8,18382.9
0xb716,1357.9,22713.9
0x8ed4,199.1,2282.3
0x8c40,276.9,3358.9
0x2e21,800.5,9931.2
0x7bd8,1134.1,12407.7
0xc2f7,337.1,4075.4
0x76f5,388.9,4991.5
0x8e35,611.1,11605.6
0x20ed,525.3,7157.9
0x3332,1093.9,16024
0x9f5c,943.6,13754.2
0x96ff,1435.9,27351.1
0x75f1,1171.7,17555.2
0x3046,1235.8,18992.7
0x8024,922.6,13259
0xb0d4,299.5,3844.7
0x3dfd,540.8,10244.1
0x15fe,1104.9,14083.2
0x38f7,984.9,15215.5
0xaf02,836.1,10766.6
0x7a6f,364.7,4371.4
0x9f6f,671.5,11416.3
0x6a43,892.2,9206.2
0x51de,538.8,7159.1
0x7eb6,639.4,9083.8
0xc435,1344.2,14412.8
0x6809,1334.8,14027.6
0x46db,841.6,8825.3
0x6c78,343.6,2784.2
0x2dce,1597.2,24724.7
0x9585,1314.5,22798.5
0xd2ec,1708.7,22500.9
0xbe32,307.9,3537.7
0x6dcf,867.6,10146.9
0x1656,806.9,9238.3
0x21fc,1054.3,7736.9
0x7ca2,592.8,7528.9
0x1242,1564.4,21295.7
0xb219,758.9,14365.8
0x8c17,1278,17015.6
0xccee,2289.5,30789.4
0x22d0,477.3,6886.9
0xbc0f,1112.8,14655.2
0xfd2,1460.5,23337.4
0x8c7a,1826.3,30206.6
0x7b7d,1128.6,14451.7
0x25f3,345.1,4601
0xa9d8,1830,24563.2
0x2e0c,1027.7,12147.1
0xc40,219.8,1915.6
0x135e,826.4,9378.7
0xc337,688.7,7232.2
0x9271,157.5,2289.8
0xa574,592.8,7528.9
0x2772,435.1,6768.7
0xb383,417.5,5999.6
0xc395,576.8,7854.8
0x8064,630.3,11163
0x167b,819.9,13518.2
0xda6f,176.8,2034.2
0x14f5,1323.8,17785.7
0xcbcc,1712.9,16811.8
0xafb3,1343.7,15121
0x12d2,896.2,9363.5
0x9570,1049.8,14960.1
0x40c0,1032.7,14690.1
0x80e3,1482.4,21468.7
0x1c02,1008.4,15723.6
0xbee8,567.4,8227.6
0x2cf9,1366.5,19485.4
0xa30c,898.5,14115.8
0xd6e7,1219.4,13780.8
0x3fac,978.8,13721.2
0x7f17,1281.5,17812.5
0x2cf5,897,11991.4
0x9218,1008.4,15723.6
0x5e0a,1202.6,20166.3
0xaaf5,868.3,11975.9
0xf92,1332.4,20133.4
0x3e44,293.5,3823.4
0xdde0,465.4,6705.8
0x929a,815.6,10818.7
0x1dcb,1106,21859.6
0xae1c,1401.3,23397.7
0x1266,1558.1,23039
0x45ee,876.1,17483.5
0x9d84,680.1,7737.2
0x3d7e,660.2,8078.7
0xaf2f,1180.4,13020.2
0x8de0,529,5657.8
0x74c3,205.1,1834.9
0x1360,590,10429.2
0xd80c,1166.1,15486.2
0x7d2c,1591.1,30462.8
0x6169,1167,22383.3
0x8d3e,105.9,1789.7
0xd54e,423.7,4538.7
0x78b9,1088.9,12045.6
0x9c79,1305,21758.5
0xb7c3,1614.3,28666.9
0x5f70,989.3,15211.6
0x2441,819.9,13518.2
0xbd9c,837.8,12034.6
0x58a5,620.5,8759.2
0x81e7,386.4,4062.9
0x9b57,1382.7,17534.6
0x993a,1513.9,21096.8
0xaf6a,966.6,14297.6
0x369a,1450.1,25043.3
0xa60b,1893.9,26494.4
0xb495,514.7,6427.4
0x4c0c,598.5,9625.1
0x7f0d,515.5,7219.5
0xaf52,232.8,2692.8
0x1dc0,744.1,9541.1
0xb7cd,1022.9,14743.5
0x275b,1620.6,24486.2
0x6e1f,640,8636.2
0x1e1d,1389.7,20693.7
0x2843,275.8,2706.5
0x6603,521.5,6434.9
0x972c,1264.3,22482.1
0xc664,777.4,8393
0xafc8,325.3,4066.6
0x1f7c,872.4,9659.6
0x5a0d,336.4,4182.2
0xc684,1517.8,22499.3
0xe0ef,217.3,2173.4
0x39a4,1432.1,29434.9
0x7634,522.4,7698.9
0xb806,208,2912
0xda80,700,6433.6
0xcc2b,627,9996.6
0xdc55,1380.7,16768.1
0xb4d8,1204.1,17977
0x88ba,691.1,9020.8
0x3721,1491.4,14201.7
0x1540,360.8,5005.2
0x772b,1203,16740.7
0xd2d7,829.1,10409.3
0x57ab,1048.3,13802.2
0x4a1f,1697,18277.2
0xda99,969.6,15082.3
0x8d13,173.7,2126.4
0xcd10,1404.4,20005.5
0x6bf2,1668.1,24533.8
0x6567,1449.6,29614.3
0x2bc1,1129.9,23886.6
0x80c0,761.2,11443.3
0x4c7a,1420.6,21704.7
0x9e4f,1592.5,24603.6
0x6931,1172.6,15672.2
0x357e,1162,12096.2
0x7a93,965.2,15465.3
0x6300,499.6,5899.9
0x45dc,109.8,1526.4
0xa42c,1093.9,16024
0xb90e,1171.7,17555.2
0x2b30,1373.2,9208.3
0xae9b,340.4,4484.3
0x7541,1776.9,22376.2
0x57fd,774.7,12531.1
0x2273,482.5,8276.7
0x88b0,996.8,16503.2
0x2fff,1015.4,16899.9
0x867c,1488,22169.5
0x9719,211.3,2880.9
0x7a3b,1169.2,16705.6
0x10aa,1042.3,17293
0x972a,541.4,6990
0x45a3,827.5,12055.9
0x95f9,1216.9,16330.1
0x8061,1195.8,21526.5
0xa159,590.3,8186.5
0x2521,477.3,6886.9
0x4dfe,1197.5,19246.2
0xd4b5,1355.6,14289.1
0xc534,1073.5,17371.5
0xa660,685.5,8734.9
0xc335,1038.9,12915.1
0xb100,1042.3,17293
0xa4b6,685.6,9419.9
0xa880,768,9534.7
0xd5bc,932,14087
0x8993,245.5,2686.9
0x71f2,987.6,15825.6
0xaa72,394.3,6006.8
0xb0fc,1643.7,26131
0x870e,898.4,13076.5
0xd590,776.5,10161.3
0x78d9,1066.7,15222.3
0xdd9a,848,9972.9
0x56f6,603.3,9112.6
0x4358,1119.3,21384.3
0x872c,851.7,17275.3
0x66ae,1417,24410.6
0x1f6a,1974.8,31476.1
0x7cdb,595.3,8634.9
0xab00,341.6,6360.5
0x5dcd,1502,22221.4
0x773a,473.8,8374.3
0x287a,1222.2,21304
0xc9d7,413.6,3905.3
0x51b5,349.5,4084
0xca90,607.8,8076.8
0x3708,1399.8,23652.5
0x7482,930.4,12364
0x96e8,301.6,2538.1
0x3cdf,1408.2,17970.7
0xa19f,625.5,8856.9
0xa018,1220.7,18737.4
0xaebf,594.7,9641.8
0x69ae,1792.3,24519.4
0xe1c9,837.4,12042.6
0x2fc5,1235.7,14706.6
0x3216,1343.7,17900.3
0x8b4e,1100.6,13420.6
0x5f67,1360.7,19239.4
0x4578,874.2,12326.8
0x31ae,281.1,3881.6
0xc6c5,425.9,5712.3
0x2a94,682.4,8696.8
0x33bc,1133.4,19713.2
0x6334,607.1,8436.4
0x39df,788,11647.8
0x194e,309.3,4377.8
0x3990,1330.5,20224.1
0x97d0,386.4,4062.9
0x5a41,883,8283.4
0x5869,1962.1,24882.5
0x4534,619.3,9996.2
0x8715,638.6,7307.2
0xbe8f,1215.7,15468.1
0xae7f,170.9,2586.5
0x866c,445.4,6182.7
0x6069,1506.2,16464.6
0xdbf9,368.9,3657.2
0x2992,1614.3,28666.9
0xc689,1506.8,21174.9
0xa913,305.6,3516.9
0x3a69,223.6,2361.9
0x61ea,964.2,14518.3
0x6016,457.1,8024.5
0xb017,590,10429.2
0x7f65,1538.9,26987.7
0x3ff2,376.3,4158.6
0x8279,1235.7,14706.6
0xa405,549.2,6990.8
0xdc58,1517.1,18631.2
0xa73c,382,3588.9
0x5ad6,631.5,7060.3
0x8af9,350,4385.7
0xafd2,538.7,7336.4
0x6c5d,995.4,10957.1
0x6f14,584.6,7646.4
0x81b8,508.3,7695.7
0xd81b,253.9,1977.9
0x4774,682.8,11205.9
0xbee3,1420.6,21704.7
0xa9a2,900.6,13423.6
0xb000,761.3,14672.7
0x4808,611.4,7529
0xde5f,912.3,10200.5
0x9a82,508.8,4287.6
0x6bd6,669.5,10349.1
0x4194,1474.4,22212.4
0xbaff,729.7,9934.8
0x8270,1130.9,15398.9
0x6dc5,1118.6,15789.3
0x8742,1420.7,18645.3
0x8ca2,656.5,11163.3
0x1cd1,1277.3,21684.3
0x2f83,1064.8,13810.8
0x473c,1943.5,25814
0x1572,740.7,9315.8
0xc9b6,1362.1,18730.5
0x1372,1319.2,16724.4
0x2f13,845.9,13046
0x7686,938.6,13785.8
0x2aba,830.2,13143.8
0x9f0b,1148.5,21572.6
0x2e0a,324.6,2724.8
0x8b60,526.6,5990.7
0xb226,299.4,2207.9
0xa3bb,1156,13842.8
0x897d,969,14663.4
0xba12,870.2,10685.1
0x59c9,974.4,13075.2
0x806f,694.4,9932.9
0x760b,1479.4,16265.6
0x7c5a,214.3,1976.1
0x1fb1,1992.2,35309.6
0x2a39,772.6,7381.9
0xcb37,673.5,8842.5
0x21d7,929.9,12854.7
0xac8d,474.2,4409.7
0x87d4,1271.9,14751.9
0x800b,1169.2,16705.6
0x967a,972.7,16126.2
0xa25d,1362.8,13996.8
0x7f76,1872.2,17983.6
0xa956,221.9,2177.9
0x2fb8,1435.9,27351.1
0x132f,1749.9,22862.4
0x60e1,202.3,2007.8
0xedb,1687.3,33024.2
0xc28a,1073.4,15811.8
0x669e,1159.8,15677.2
0x554e,876.3,10966.2
0x8ce6,1112.7,16318.4
0x7b43,276.9,3358.9
0x3d2b,775.8,12438.2
0x9f03,1550.3,17886.8
0x699d,567.1,6528.8
0xcf0a,1280.4,21857.4
0xc194,1350.7,16395.1
0x4dc0,673.8,3169.7
0xb472,1281.5,17812.5
0xc90b,1078.6,10398.2
0xbeb8,1849.3,26531.6
0xa86f,842.8,10920
0xc30,977.8,11727.6
0x8a7c,872.4,9659.6
0xa245,1007.8,16229.9
0x96d5,1468,17528.6
0xa37c,930.2,14090.3
0xda14,526.4,5392.8
0x35c2,668.6,11509
0xdbf4,682.6,5543.1
0x3a44,872.4,9659.6
0xb03e,849.9,19228.2
0x704c,2422,29287.7
0x628b,1292.6,22697.3
0x1c76,1758.1,22841.6
0x626c,2306.6,29592.1
0x5e7d,1095.1,17168.7
0xb543,1309.6,19705.5
0x993d,1704.3,31910.3
0xa350,1336,21865
0x6490,654.7,8745.3
0x553b,668.6,8503.2
0xd295,562.9,5806
0x3812,183.3,2357
0x16ef,365.4,5013.1
0x47ff,384,4164.5
0x88b8,190.6,1699.7
0x880e,889.8,13001.6
0x499f,741.6,9768.6
0x5cf6,1602.7,24315.8
0x61db,1659.6,19344.9
0x65e4,806.4,9697.1
0x5645,1749.9,22862.4
0x4e05,1875.2,22122.7
0x7ffd,269.9,2516.1
0x21f2,694.9,6495.9
0xd664,1096.9,11616.2
0x556f,1197.3,15627.6
0x524c,984.9,15215.5
